conversation_root_id,customer_text,apple_reply_text
1989702,@AppleSupport how can I change the default address from US to India to get an access to my payments services???,@588837 Thanks for reaching out! Can you send us a DM with more details so we can make sure we're on the same page? https://t.co/GDrqU22YpT
1990033,@applesupport I tried to install ios 11.1 and my phone wont start up it shows i have to connect to itunes and i did. i did everything else-&gt;,@588948 We'd love to help. What happens when you use iTunes to restore your iPhone? Any error messages? Let us know in DM. https://t.co/GDrqU22YpT
1990234,@AppleSupport I couldn’t transfer ringtones from my old iPhone to a new one via latest iTunes v.12. What should I do?,@589001 We’d like to help get your ringtones working again. Can you confirm if you purchased these from iTunes via DM? https://t.co/GDrqU22YpT
1990463,"@AppleSupport I️ updated my phone and still seeing question marks, why?",@589070 We want your keyboard working for you; we'll do all we can to help. Let us know what iOS version is installed via DM: https://t.co/GDrqU22YpT
1991060,@115858 @AppleSupport you think people have money to keep buying these new phones I’m at the 8+ and my phone tripping. I’m done 😡,@584482 We know how important it is to have your new iPhone 8 Plus working its best. Send us a DM telling us what's happening. https://t.co/GDrqU22YpT
1992997,"Oh that's tedious. My VPN connection terminates in the US, so @115858's site won't let me book a Genius Bar appointment in the UK. ¯\_(ツ)_/¯ https://t.co/ZbaTHBAq96","@221199 We may be able to help save you the trouble, or get you an appointment at the store you desire. Send us a DM with more information. https://t.co/GDrqU22YpT"
1993419,@AppleSupport if I forgot to renew my iCloud payment does all the data over 5G get deleted or do I get it back when I pay?,@589941 We can understand why you'd be concerned about your iCloud storage. Send us a DM and we'll look into it with you. https://t.co/GDrqU22YpT
1993581,@AppleSupport my iPhone keeps autocorrecting the letter “I️” to A ? in my apps. Any reason? Photo evidence below. https://t.co/L7R15SEFeh,@589992 Let’s work together on this situation. Which iPhone are you using? Which version of iOS do you have? Let us know via a DM. https://t.co/GDrqU22YpT
1995969,"@AppleSupport morning, having a few issues with a 2yr old iPhone. It seems to think it's 100% charged.... Any way of recalibrating?","@590201 Let us know via DM which type of iPhone it is and which version of the iOS is currently installed, then we can help from there. https://t.co/GDrqU2kzhr"
1997719,@115858 why doesn’t my sound work on my phone since I updated to iOS 11??!!!,@590693 We know how essential sound is to using your iPhone. Do you have no sound for all apps? Are you running iOS 11.1? Please DM us: https://t.co/GDrqU22YpT
1997797,@115858 can we stop autocorrecting I to whatever that emoji is cuz I can't see it and ?'m just so confused,"@590715 We'd like to look into this. Please DM us the device this is happening on, along with the software version to continue. https://t.co/GDrqU22YpT"
2000002,@115858 @53595 @456595 your latest iOS update is very fancy but any chance of fixing this.....  ruining my life © https://t.co/xuPYiVxbMA,"@591368 Hey, we'd like to learn more about what's going on. DM us the exact iOS version and the device and we'll go from there. https://t.co/GDrqU22YpT"
2000281,My phone updated the other day now my battery dies fast as fuck... wtf @115858,@591456 We’d love to help with your battery life. Send us a DM letting us know which iPhone and exact software version you’re using. https://t.co/GDrqU22YpT
2000578,@AppleSupport can y’all explain to me why I️ have question marks in boxes? what the hell is this I️,@591545 Let's work together. We can start in DM with the iOS version. You can find that in Settings&gt;General&gt;About. https://t.co/GDrqU22YpT
2000984,The new iPhone update has smashed my battery and the brightness is really fucking me off @115858 sort it out you dicks 🖕🏻,"@591681 If you're having an issue with your iPhone, we can definitely help. Please DM us and tell us more about what's going on. https://t.co/GDrqU22YpT"
2001686,Whoever is in charge of Siri at @115858 I hope ur budget is what’s holding you back bc she is dog shit about 90% of the time.,@591890 We'd like to help you out with Siri. Send us a DM with more information on your device and what's going on to get started. https://t.co/GDrqU22YpT
2001921,Hey @115858 can we fix this “i’s” bug on the iPhone please.... so i stop having it autocorrect me to this ( I️ ),@591961 We can take a look into this with you. Which iOS version is your device on? Let us know via DM and we'll check it out. https://t.co/GDrqU22YpT
2002434,@AppleSupport @115858 please fix the bug changing the letter “i” to A with a strange symbol by it! It’s driving me crazy! #iphonebug,"@592112 Hey, thanks for bringing this to our attention. DM which device you're using, and we can go from there. https://t.co/GDrqU22YpT"
2003025,Please send us an update to fix this keyboard problem!!! 😩😩😩 @AppleSupport,"@592297 Let us know via DM which iPhone you currently have and exactly what you see occurring, then we can help from there. https://t.co/GDrqU22YpT"
2003256,@AppleSupport brand new iPhone X can’t be activated. Can you help? https://t.co/W4pBS0p8vq,@592365 We appreciate your patience and understanding. Please follow these steps and DM the results: https://t.co/Mhw9pFAK08 https://t.co/GDrqU22YpT
2003335,@ATT + @115858 release day is absolutely terrible https://t.co/QOZCUnoiuR,@592385 We'll be happy to help you get your new iPhone X activated. Check out: https://t.co/ywHIZGN4Ac DM us for more: https://t.co/GDrqU22YpT
2003356,Yo @AppleSupport my alarms are going off late. What’s good fam? Trying to get me fired or what?,@531250 Hey there. We want to help with the problem you're having with your alarms. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT
2004127,Wtf is anyone experiencing this ... you type in a “I” and this comes out instead. I️ need to do my update but Apple..get it together @115858 https://t.co/EydSQJjzk7,@592638 We want to be sure everything is working normally for you. DM us if you're still seeing this issue after updating. https://t.co/GDrqU22YpT
2004287,@AppleSupport why are my “i” a question mark ? I updated my phone and it’s still doing it. Example “I️ want my phone fix” .... see,@592692 Hey there. We'd like to look into this further. Please meet us in a DM and share which iOS version you're running: https://t.co/GDrqU22YpT
2005076,Um. This Apple update is WACK. It also is telling me that people are texting me “in one minute” YOOOO @115858,"@592931 We’d like to offer our support. This article can help you with the issues typing ""i"". https://t.co/pjfPUtm7HO DM any questions: https://t.co/GDrqU22YpT"
2005080,Updated my phone and still seeing black boxed 🙄 annoying af @115858,"@592933 We can partner with you and look into this. DM us the iOS version your iPhone is on currently, and we’ll get started. https://t.co/GDrqU22YpT"
2005432,@AppleSupport why is it every time I️ type the letter ‘I’ it turns into a question mark box... figure it out for God’s sake,@185060 We can help you out. Take a gander at the following article and DM us with any questions. Thanks. https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT
2006839,"@116333 phone not turn on all. Understand the hurt and flurry of emotion I have to not even be to officially make it ""my phone"" and","@593434 If your iPhone won't power on, take a look at this article for steps: https://t.co/8MvHMGgIUP
If that doesn't help, DM us: https://t.co/GDrqU2kzhr"
2007132,"can @115858 get it together, ever since I updated my software my phone has been fucking up so bad 😤",@593511 Having your iPhone ready to work when you need it is important. Let's pair up in DM to take a closer look. https://t.co/GDrqU2kzhr
2007146,Why can’t I️ type the letter “I️” without some weird symbol coming up??,@593518 We're here to help. Check out the information here: https://t.co/xXaXefaskH Send us a DM if you have further questions. https://t.co/GDrqU2kzhr
2007737,"@AppleSupport @593704 U can check with them.. they always support and reply on time.
THANK U APPLE TEAM ☺",@593704 We'd like to make sure you're aware of all of your options for a lost device. DM us and we'll go from there. https://t.co/GDrqU2kzhr
2008585,"@AppleSupport beyond upset, frustrated after extreme effort to pre-order iPhone X, Nov3 delivery has past! no phone!!! UPS says your fault",@593950 We appreciate you reaching out. In which country are you currently located? Let us know via DM. We’ll go from there. https://t.co/GDrqU22YpT
2010329,"@115858 fix this assistive Touch update, please!","@594459 We'd like more details on the issue you're seeing today, please meet us in DM and describe what's going on. https://t.co/GDrqU22YpT"
2010544,@AppleSupport why is iOS 11 draining my battery in a matter of seconds?,"@594527 Let's look into that together. What device are you using, and which version of iOS 11? Meet us in DM to continue. https://t.co/GDrqU22YpT"
2012128,@AppleSupport 6s went from 48% to 0% battery sitting in my pocket while on battery saver after update. No apps open. How is this possible??,@594976  We know the importance of having great battery life. Which software version is currently running on your phone?
2013097,anyone?? help????? @AppleSupport https://t.co/DQOAN4Aw0V,@595251 We’re glad you reached out! Check out this article for a workaround: https://t.co/xU1AGHStV6 DM us if the issue persists. https://t.co/GDrqU22YpT
